"","seqnames","start","end","width","strand","peakNames"
"26356","4",15875365,15875575,211,"*",c("SRR5874658__33044", "SRR5874657__29425")
"26357","4",15876413,15876662,250,"*",c("SRR5874657__29426", "SRR5874658__33045")
"26358","4",15877249,15877551,303,"*",c("SRR5874658__33046", "SRR5874657__29427")
"26359","4",15877826,15878115,290,"*",c("SRR5874657__29428", "SRR5874658__33047")
"26360","4",15880987,15881316,330,"*",c("SRR5874657__29429", "SRR5874658__33049")
"26361","4",15885395,15885719,325,"*",c("SRR5874657__29430", "SRR5874658__33050")
"26362","4",15886854,15887415,562,"*",c("SRR5874658__33051", "SRR5874657__29431")
"26363","4",15887616,15887804,189,"*",c("SRR5874658__33052", "SRR5874657__29432")
"26364","4",15895122,15895560,439,"*",c("SRR5874657__29433", "SRR5874658__33054", "SRR5874658__33055")
"26365","4",15896204,15896405,202,"*",c("SRR5874657__29434", "SRR5874658__33056")
"26366","4",15897740,15898275,536,"*",c("SRR5874657__29435", "SRR5874658__33057")
"26367","4",15898623,15898902,280,"*",c("SRR5874657__29436", "SRR5874658__33058")
"26368","4",15900802,15900941,140,"*",c("SRR5874657__29437", "SRR5874658__33059")
"26369","4",15903078,15903426,349,"*",c("SRR5874657__29438", "SRR5874658__33060")
"26370","4",15903753,15904015,263,"*",c("SRR5874657__29439", "SRR5874658__33061")
"26371","4",15904172,15905089,918,"*",c("SRR5874657__29440", "SRR5874658__33062")
"26372","4",15909958,15910363,406,"*",c("SRR5874658__33063", "SRR5874657__29441")
"26373","4",15914158,15914461,304,"*",c("SRR5874657__29442", "SRR5874658__33064")
"26374","4",15917981,15918750,770,"*",c("SRR5874658__33065", "SRR5874657__29443", "SRR5874657__29444", "SRR5874658__33066")
"26375","4",15921840,15922163,324,"*",c("SRR5874658__33067", "SRR5874657__29445")
"26376","4",15924282,15924390,109,"*",c("SRR5874658__33068", "SRR5874657__29446")
"26377","4",15924610,15924782,173,"*",c("SRR5874657__29447", "SRR5874658__33069")
"26378","4",15926536,15927142,607,"*",c("SRR5874657__29449", "SRR5874658__33070", "SRR5874658__33071")
"26379","4",15931250,15931532,283,"*",c("SRR5874658__33072", "SRR5874657__29450", "SRR5874657__29451")
"26380","4",15931760,15932311,552,"*",c("SRR5874657__29452", "SRR5874658__33073")
"26381","4",15935158,15935496,339,"*",c("SRR5874657__29454", "SRR5874658__33074")
"26382","4",15937989,15938140,152,"*",c("SRR5874658__33075", "SRR5874657__29455")
"26383","4",15939439,15939807,369,"*",c("SRR5874657__29457", "SRR5874658__33076")
"26384","4",15941340,15941670,331,"*",c("SRR5874658__33078", "SRR5874657__29459")
"26385","4",15942244,15942451,208,"*",c("SRR5874658__33079", "SRR5874657__29460")
"26386","4",15943366,15943700,335,"*",c("SRR5874657__29461", "SRR5874658__33080")
"26387","4",15946600,15947410,811,"*",c("SRR5874658__33081", "SRR5874657__29462", "SRR5874658__33082")
"26388","4",15948219,15948675,457,"*",c("SRR5874657__29463", "SRR5874658__33083")
"26389","4",15956022,15956130,109,"*",c("SRR5874657__29464", "SRR5874658__33085")
"26390","4",15956249,15956537,289,"*",c("SRR5874657__29465", "SRR5874658__33086")
"26391","4",15956625,15956862,238,"*",c("SRR5874657__29466", "SRR5874658__33087")
"26392","4",15958574,15958927,354,"*",c("SRR5874657__29467", "SRR5874658__33088", "SRR5874658__33089")
"26393","4",15959025,15959201,177,"*",c("SRR5874658__33090", "SRR5874657__29468")
"26394","4",15959487,15960081,595,"*",c("SRR5874658__33091", "SRR5874657__29469")
"26395","4",15965086,15965548,463,"*",c("SRR5874658__33093", "SRR5874657__29470")
"26396","4",15970336,15970998,663,"*",c("SRR5874657__29471", "SRR5874658__33094", "SRR5874658__33095")
"26397","4",15974473,15974987,515,"*",c("SRR5874657__29472", "SRR5874658__33097")
"26398","4",15981051,15981531,481,"*",c("SRR5874657__29473", "SRR5874658__33099")
"26399","4",15988112,15988548,437,"*",c("SRR5874658__33101", "SRR5874657__29474")
"26400","4",15991871,15992917,1047,"*",c("SRR5874658__33102", "SRR5874657__29475", "SRR5874658__33103")
"26401","4",15993562,15993798,237,"*",c("SRR5874658__33104", "SRR5874657__29476")
"26402","4",15993898,15994183,286,"*",c("SRR5874658__33105", "SRR5874657__29477")
"26403","4",15998644,15998817,174,"*",c("SRR5874657__29478", "SRR5874658__33106")
"26404","4",15998953,15999478,526,"*",c("SRR5874657__29479", "SRR5874658__33107")
"26405","4",16000081,16000495,415,"*",c("SRR5874658__33108", "SRR5874657__29480")
"26406","4",16002183,16002545,363,"*",c("SRR5874658__33109", "SRR5874657__29481")
"26407","4",16021095,16021453,359,"*",c("SRR5874658__33111", "SRR5874657__29482")
"26408","4",16021925,16022418,494,"*",c("SRR5874657__29483", "SRR5874658__33112")
"26409","4",16024084,16024480,397,"*",c("SRR5874658__33114", "SRR5874657__29484")
"26410","4",16038007,16038167,161,"*",c("SRR5874658__33115", "SRR5874657__29486")
"26411","4",16038372,16038663,292,"*",c("SRR5874657__29487", "SRR5874658__33116")
"26412","4",16040591,16040998,408,"*",c("SRR5874658__33117", "SRR5874657__29488")
"26413","4",16046879,16046998,120,"*",c("SRR5874658__33118", "SRR5874657__29489")
"26414","4",16049250,16049607,358,"*",c("SRR5874658__33119", "SRR5874657__29490")
"26415","4",16053962,16054537,576,"*",c("SRR5874658__33120", "SRR5874657__29491")
"26416","4",16056427,16057116,690,"*",c("SRR5874658__33121", "SRR5874657__29492")
"26417","4",16066611,16066941,331,"*",c("SRR5874658__33122", "SRR5874657__29493")
"26418","4",16069138,16069579,442,"*",c("SRR5874657__29494", "SRR5874658__33123")
"26419","4",16071713,16071930,218,"*",c("SRR5874658__33126", "SRR5874657__29495")
"26420","4",16080481,16081005,525,"*",c("SRR5874657__29496", "SRR5874658__33127")
"26421","4",16083682,16083976,295,"*",c("SRR5874657__29497", "SRR5874658__33128")
"26422","4",16084493,16084833,341,"*",c("SRR5874658__33129", "SRR5874657__29498")
"26423","4",16090573,16091195,623,"*",c("SRR5874658__33130", "SRR5874657__29499")
"26424","4",16091363,16091937,575,"*",c("SRR5874657__29500", "SRR5874658__33131")
"26425","4",16100230,16100398,169,"*",c("SRR5874658__33133", "SRR5874657__29502")
"26426","4",16102169,16102648,480,"*",c("SRR5874657__29503", "SRR5874658__33134")
"26427","4",16105467,16105645,179,"*",c("SRR5874657__29504", "SRR5874658__33135")
"26428","4",16112476,16112778,303,"*",c("SRR5874657__29505", "SRR5874658__33136")
"26429","4",16116238,16116575,338,"*",c("SRR5874658__33137", "SRR5874657__29506")
"26430","4",16118734,16119131,398,"*",c("SRR5874658__33138", "SRR5874657__29507")
"26431","4",16130312,16130887,576,"*",c("SRR5874658__33139", "SRR5874657__29508")
"26432","4",16133704,16133840,137,"*",c("SRR5874657__29509", "SRR5874658__33140")
"26433","4",16135528,16136034,507,"*",c("SRR5874658__33141", "SRR5874657__29510")
"26434","4",16136139,16136715,577,"*",c("SRR5874657__29511", "SRR5874658__33142")
"26435","4",16136783,16136937,155,"*",c("SRR5874658__33143", "SRR5874657__29512")
"26436","4",16138090,16138413,324,"*",c("SRR5874657__29513", "SRR5874658__33144")
"26437","4",16139072,16139338,267,"*",c("SRR5874658__33145", "SRR5874657__29514")
"26438","4",16147401,16147649,249,"*",c("SRR5874658__33146", "SRR5874657__29515")
"26439","4",16154656,16155621,966,"*",c("SRR5874658__33147", "SRR5874657__29516", "SRR5874658__33148")
"26440","4",16160120,16160576,457,"*",c("SRR5874658__33149", "SRR5874657__29517")
"26441","4",16160891,16161015,125,"*",c("SRR5874658__33150", "SRR5874657__29518")
"26442","4",16166845,16167503,659,"*",c("SRR5874657__29519", "SRR5874658__33151")
"26443","4",16168728,16169164,437,"*",c("SRR5874658__33152", "SRR5874657__29520")
"26444","4",16171405,16171622,218,"*",c("SRR5874657__29521", "SRR5874658__33153")
"26445","4",16174637,16174900,264,"*",c("SRR5874658__33154", "SRR5874657__29522")
"26446","4",16179380,16179710,331,"*",c("SRR5874658__33156", "SRR5874657__29523")
"26447","4",16183099,16183531,433,"*",c("SRR5874658__33157", "SRR5874657__29524", "SRR5874657__29525")
"26448","4",16186303,16186587,285,"*",c("SRR5874658__33159", "SRR5874657__29526")
"26449","4",16186753,16187019,267,"*",c("SRR5874658__33160", "SRR5874657__29527")
"26450","4",16192959,16193473,515,"*",c("SRR5874658__33161", "SRR5874657__29528")
"26451","4",16195349,16195750,402,"*",c("SRR5874658__33163", "SRR5874657__29529")
"26452","4",16199784,16199965,182,"*",c("SRR5874657__29530", "SRR5874658__33165")
"26453","4",16200022,16200645,624,"*",c("SRR5874657__29531", "SRR5874658__33166")
"26454","4",16200904,16201027,124,"*",c("SRR5874657__29532", "SRR5874658__33167")
"26455","4",16203584,16203694,111,"*",c("SRR5874658__33168", "SRR5874657__29533")
"26456","4",16205399,16205495,97,"*",c("SRR5874658__33169", "SRR5874657__29534")
"26457","4",16212832,16212974,143,"*",c("SRR5874658__33170", "SRR5874657__29536")
"26458","4",16214598,16215041,444,"*",c("SRR5874657__29537", "SRR5874658__33171")
"26459","4",16234087,16234411,325,"*",c("SRR5874658__33173", "SRR5874657__29538")
"26460","4",16236558,16236629,72,"*",c("SRR5874658__33174", "SRR5874657__29539")
"26461","4",16248350,16248789,440,"*",c("SRR5874658__33176", "SRR5874657__29540")
"26462","4",16249555,16249741,187,"*",c("SRR5874658__33177", "SRR5874657__29541")
"26463","4",16252874,16253235,362,"*",c("SRR5874657__29542", "SRR5874658__33178")
"26464","4",16253508,16253705,198,"*",c("SRR5874657__29543", "SRR5874658__33179")
"26465","4",16254727,16254848,122,"*",c("SRR5874658__33180", "SRR5874657__29544")
"26466","4",16255957,16256522,566,"*",c("SRR5874657__29545", "SRR5874658__33181")
"26467","4",16260307,16260899,593,"*",c("SRR5874658__33183", "SRR5874657__29547")
"26468","4",16262559,16262741,183,"*",c("SRR5874657__29548", "SRR5874658__33185")
"26469","4",16262789,16263148,360,"*",c("SRR5874657__29549", "SRR5874658__33186")
"26470","4",16265726,16266171,446,"*",c("SRR5874658__33187", "SRR5874657__29550")
"26471","4",16267885,16268057,173,"*",c("SRR5874657__29551", "SRR5874658__33188")
"26472","4",16271039,16271332,294,"*",c("SRR5874658__33189", "SRR5874657__29552", "SRR5874658__33190")
"26473","4",16271769,16272097,329,"*",c("SRR5874657__29553", "SRR5874658__33191")
"26474","4",16274990,16275187,198,"*",c("SRR5874657__29554", "SRR5874658__33193")
"26475","4",16276169,16276342,174,"*",c("SRR5874658__33194", "SRR5874657__29556")
"26476","4",16276878,16277004,127,"*",c("SRR5874657__29557", "SRR5874658__33195")
"26477","4",16277293,16277509,217,"*",c("SRR5874658__33196", "SRR5874657__29558")
"26478","4",16277952,16278101,150,"*",c("SRR5874657__29559", "SRR5874658__33197")
"26479","4",16278192,16278480,289,"*",c("SRR5874657__29560", "SRR5874658__33198", "SRR5874658__33199")
"26480","4",16279068,16279577,510,"*",c("SRR5874657__29561", "SRR5874658__33200")
"26481","4",16285040,16285306,267,"*",c("SRR5874657__29563", "SRR5874658__33201")
"26482","4",16286217,16286448,232,"*",c("SRR5874658__33202", "SRR5874657__29564")
"26483","4",16288799,16288926,128,"*",c("SRR5874657__29566", "SRR5874658__33203")
"26484","4",16289880,16290166,287,"*",c("SRR5874657__29567", "SRR5874658__33204")
"26485","4",16292776,16293121,346,"*",c("SRR5874657__29568", "SRR5874658__33205")
"26486","4",16293494,16293832,339,"*",c("SRR5874658__33206", "SRR5874657__29569")
"26487","4",16294333,16294785,453,"*",c("SRR5874657__29570", "SRR5874658__33207")
"26488","4",16294911,16295470,560,"*",c("SRR5874657__29571", "SRR5874658__33208", "SRR5874658__33209")
"26489","4",16300813,16301243,431,"*",c("SRR5874657__29572", "SRR5874658__33211")
"26490","4",16304008,16304252,245,"*",c("SRR5874658__33212", "SRR5874657__29573")
"26491","4",16308882,16309670,789,"*",c("SRR5874658__33213", "SRR5874657__29574", "SRR5874658__33214")
"26492","4",16310185,16310396,212,"*",c("SRR5874657__29575", "SRR5874658__33215")
"26493","4",16310472,16310869,398,"*",c("SRR5874657__29576", "SRR5874658__33216")
"26494","4",16311586,16312134,549,"*",c("SRR5874657__29577", "SRR5874658__33217")
"26495","4",16330128,16330626,499,"*",c("SRR5874657__29579", "SRR5874658__33218")
"26496","4",16335219,16335378,160,"*",c("SRR5874657__29581", "SRR5874658__33219")
"26497","4",16335550,16335964,415,"*",c("SRR5874657__29582", "SRR5874658__33221")
"26498","4",16336133,16336440,308,"*",c("SRR5874657__29583", "SRR5874658__33222")
"26499","4",16340577,16341160,584,"*",c("SRR5874658__33223", "SRR5874657__29584", "SRR5874658__33224", "SRR5874658__33225")
"26500","4",16344603,16345408,806,"*",c("SRR5874658__33226", "SRR5874657__29585")
"26501","4",16347146,16347305,160,"*",c("SRR5874657__29586", "SRR5874658__33227")
"26502","4",16347524,16347873,350,"*",c("SRR5874658__33228", "SRR5874657__29587")
"26503","4",16349931,16350748,818,"*",c("SRR5874657__29588", "SRR5874658__33229", "SRR5874658__33230")
"26504","4",16354382,16354971,590,"*",c("SRR5874657__29589", "SRR5874658__33231")
"26505","4",16356504,16357081,578,"*",c("SRR5874658__33232", "SRR5874657__29590", "SRR5874657__29591")
"26506","4",16357114,16357859,746,"*",c("SRR5874657__29592", "SRR5874658__33233", "SRR5874658__33234")
"26507","4",16359354,16359618,265,"*",c("SRR5874658__33235", "SRR5874657__29593")
"26508","4",16360159,16360342,184,"*",c("SRR5874657__29594", "SRR5874658__33236")
"26509","4",16362070,16362262,193,"*",c("SRR5874658__33237", "SRR5874657__29595")
"26510","4",16364501,16364789,289,"*",c("SRR5874657__29596", "SRR5874658__33238")
"26511","4",16367536,16367739,204,"*",c("SRR5874658__33239", "SRR5874657__29597")
"26512","4",16369087,16369197,111,"*",c("SRR5874658__33240", "SRR5874657__29598")
"26513","4",16371270,16372068,799,"*",c("SRR5874658__33241", "SRR5874657__29599")
"26514","4",16373462,16373912,451,"*",c("SRR5874657__29600", "SRR5874658__33242")
"26515","4",16376580,16376747,168,"*",c("SRR5874658__33243", "SRR5874657__29601")
"26516","4",16377427,16377631,205,"*",c("SRR5874658__33244", "SRR5874657__29602")
"26517","4",16381240,16381572,333,"*",c("SRR5874657__29603", "SRR5874658__33245")
"26518","4",16384124,16384346,223,"*",c("SRR5874658__33246", "SRR5874657__29604")
"26519","4",16384967,16385224,258,"*",c("SRR5874658__33248", "SRR5874657__29605")
"26520","4",16385343,16385896,554,"*",c("SRR5874657__29606", "SRR5874658__33249")
"26521","4",16386250,16386399,150,"*",c("SRR5874658__33250", "SRR5874657__29607")
"26522","4",16388732,16388850,119,"*",c("SRR5874657__29608", "SRR5874658__33251")
"26523","4",16389071,16389805,735,"*",c("SRR5874657__29609", "SRR5874658__33252")
"26524","4",16393267,16393459,193,"*",c("SRR5874657__29610", "SRR5874658__33253")
"26525","4",16394163,16394814,652,"*",c("SRR5874658__33254", "SRR5874657__29611", "SRR5874658__33255")
"26526","4",16396081,16396343,263,"*",c("SRR5874657__29612", "SRR5874658__33256")
"26527","4",16396619,16396931,313,"*",c("SRR5874657__29613", "SRR5874658__33257")
"26528","4",16397453,16397651,199,"*",c("SRR5874657__29614", "SRR5874658__33258")
"26529","4",16398023,16398153,131,"*",c("SRR5874658__33259", "SRR5874657__29615")
"26530","4",16402082,16402285,204,"*",c("SRR5874657__29616", "SRR5874658__33260")
"26531","4",16405962,16407061,1100,"*",c("SRR5874658__33261", "SRR5874657__29617")
"26532","4",16410611,16410810,200,"*",c("SRR5874658__33262", "SRR5874657__29618")
"26533","4",16419402,16420126,725,"*",c("SRR5874658__33265", "SRR5874657__29620", "SRR5874657__29621")
"26534","4",16420217,16420400,184,"*",c("SRR5874658__33266", "SRR5874657__29622")
"26535","4",16430966,16432062,1097,"*",c("SRR5874657__29623", "SRR5874658__33267")
"26536","4",16434232,16434421,190,"*",c("SRR5874658__33268", "SRR5874657__29624")
"26537","4",16438057,16438607,551,"*",c("SRR5874657__29625", "SRR5874658__33269", "SRR5874658__33270")
"26538","4",16440250,16440497,248,"*",c("SRR5874658__33271", "SRR5874657__29626")
"26539","4",16440579,16441220,642,"*",c("SRR5874658__33272", "SRR5874657__29627")
"26540","4",16444943,16445185,243,"*",c("SRR5874657__29628", "SRR5874658__33273")
"26541","4",16448458,16448752,295,"*",c("SRR5874657__29629", "SRR5874658__33274")
"26542","4",16449737,16450012,276,"*",c("SRR5874658__33275", "SRR5874657__29630")
"26543","4",16450639,16450979,341,"*",c("SRR5874657__29631", "SRR5874658__33276")
"26544","4",16451729,16451941,213,"*",c("SRR5874657__29632", "SRR5874658__33277")
"26545","4",16454536,16454877,342,"*",c("SRR5874657__29633", "SRR5874658__33278")
"26546","4",16457766,16458137,372,"*",c("SRR5874658__33280", "SRR5874657__29634")
"26547","4",16460774,16460964,191,"*",c("SRR5874657__29635", "SRR5874658__33281")
"26548","4",16465366,16465505,140,"*",c("SRR5874658__33282", "SRR5874657__29636")
"26549","4",16471458,16471905,448,"*",c("SRR5874657__29637", "SRR5874658__33283")
"26550","4",16477055,16477157,103,"*",c("SRR5874658__33285", "SRR5874657__29638")
"26551","4",16479374,16479622,249,"*",c("SRR5874658__33286", "SRR5874657__29640")
"26552","4",16482502,16482847,346,"*",c("SRR5874657__29641", "SRR5874658__33287", "SRR5874658__33288")
"26553","4",16483153,16483291,139,"*",c("SRR5874657__29642", "SRR5874658__33289")
"26554","4",16483880,16484183,304,"*",c("SRR5874657__29643", "SRR5874658__33290")
"26555","4",16484505,16484751,247,"*",c("SRR5874658__33291", "SRR5874657__29644")
"26556","4",16487417,16487752,336,"*",c("SRR5874658__33292", "SRR5874657__29645")
"26557","4",16490786,16491207,422,"*",c("SRR5874658__33293", "SRR5874657__29646", "SRR5874658__33294")
"26558","4",16491237,16491528,292,"*",c("SRR5874657__29647", "SRR5874658__33295")
"26559","4",16497056,16498481,1426,"*",c("SRR5874658__33297", "SRR5874657__29648", "SRR5874658__33298")
"26560","4",16505332,16505889,558,"*",c("SRR5874658__33299", "SRR5874657__29649")
"26561","4",16507313,16507446,134,"*",c("SRR5874658__33300", "SRR5874657__29650")
"26562","4",16514286,16514581,296,"*",c("SRR5874658__33301", "SRR5874657__29651")
"26563","4",16518814,16519237,424,"*",c("SRR5874658__33302", "SRR5874657__29652")
"26564","4",16520134,16520370,237,"*",c("SRR5874657__29653", "SRR5874658__33303")
"26565","4",16521813,16521920,108,"*",c("SRR5874658__33304", "SRR5874657__29654")
"26566","4",16522580,16523173,594,"*",c("SRR5874657__29655", "SRR5874658__33305", "SRR5874658__33306", "SRR5874658__33307")
"26567","4",16527551,16528149,599,"*",c("SRR5874657__29657", "SRR5874658__33308")
"26568","4",16528268,16528452,185,"*",c("SRR5874658__33309", "SRR5874657__29658")
"26569","4",16533277,16533383,107,"*",c("SRR5874658__33310", "SRR5874657__29659")
"26570","4",16533626,16534519,894,"*",c("SRR5874658__33311", "SRR5874657__29660")
"26571","4",16536059,16536715,657,"*",c("SRR5874658__33313", "SRR5874657__29662", "SRR5874658__33314")
"26572","4",16537758,16537944,187,"*",c("SRR5874657__29663", "SRR5874658__33315")
"26573","4",16538314,16538417,104,"*",c("SRR5874657__29664", "SRR5874658__33316")
"26574","4",16542070,16542356,287,"*",c("SRR5874658__33317", "SRR5874657__29665")
"26575","4",16548372,16548780,409,"*",c("SRR5874658__33318", "SRR5874657__29666")
"26576","4",16552683,16552875,193,"*",c("SRR5874657__29668", "SRR5874658__33320")
"26577","4",16553072,16553205,134,"*",c("SRR5874657__29669", "SRR5874658__33321")
"26578","4",16553248,16553426,179,"*",c("SRR5874658__33322", "SRR5874657__29670")
"26579","4",16554385,16554867,483,"*",c("SRR5874657__29671", "SRR5874658__33323")
"26580","4",16556559,16556994,436,"*",c("SRR5874657__29672", "SRR5874658__33324")
"26581","4",16559614,16559962,349,"*",c("SRR5874658__33325", "SRR5874657__29673")
"26582","4",16560324,16560768,445,"*",c("SRR5874658__33326", "SRR5874657__29674", "SRR5874657__29675", "SRR5874658__33327")
"26583","4",16562932,16563142,211,"*",c("SRR5874657__29676", "SRR5874658__33328")
"26584","4",16563337,16563634,298,"*",c("SRR5874658__33329", "SRR5874657__29677", "SRR5874658__33330")
"26585","4",16563798,16564203,406,"*",c("SRR5874657__29678", "SRR5874658__33331", "SRR5874658__33332")
"26586","4",16565914,16566287,374,"*",c("SRR5874658__33333", "SRR5874657__29679")
"26587","4",16569229,16569735,507,"*",c("SRR5874657__29680", "SRR5874658__33334")
"26588","4",16571268,16571491,224,"*",c("SRR5874658__33335", "SRR5874657__29681")
"26589","4",16574453,16574665,213,"*",c("SRR5874657__29682", "SRR5874658__33336")
"26590","4",16576518,16577089,572,"*",c("SRR5874657__29683", "SRR5874658__33337")
"26591","4",16577290,16577441,152,"*",c("SRR5874657__29684", "SRR5874658__33338")
"26592","4",16579040,16579188,149,"*",c("SRR5874657__29685", "SRR5874658__33339")
"26593","4",16582820,16583302,483,"*",c("SRR5874657__29686", "SRR5874658__33341")
"26594","4",16583379,16583747,369,"*",c("SRR5874658__33342", "SRR5874657__29687")
"26595","4",16586524,16586913,390,"*",c("SRR5874658__33343", "SRR5874657__29688")
"26596","4",16586983,16587113,131,"*",c("SRR5874658__33344", "SRR5874657__29689")
"26597","4",16587753,16587963,211,"*",c("SRR5874657__29690", "SRR5874658__33345")
"26598","4",16588404,16588661,258,"*",c("SRR5874657__29691", "SRR5874658__33346")
"26599","4",16588989,16589385,397,"*",c("SRR5874657__29692", "SRR5874658__33347")
"26600","4",16589859,16590043,185,"*",c("SRR5874657__29693", "SRR5874658__33348")
"26601","4",16590626,16591217,592,"*",c("SRR5874657__29694", "SRR5874658__33349")
"26602","4",16594004,16594439,436,"*",c("SRR5874657__29696", "SRR5874658__33350")
"26603","4",16596227,16596720,494,"*",c("SRR5874658__33351", "SRR5874657__29697")
"26604","4",16598894,16598986,93,"*",c("SRR5874658__33352", "SRR5874657__29698")
"26605","4",16605938,16606274,337,"*",c("SRR5874658__33353", "SRR5874657__29699")
"26606","4",16612656,16613234,579,"*",c("SRR5874657__29700", "SRR5874658__33354")
"26607","4",16613920,16614543,624,"*",c("SRR5874658__33355", "SRR5874657__29701", "SRR5874658__33356")
"26608","4",16617483,16617655,173,"*",c("SRR5874657__29702", "SRR5874658__33358")
"26609","4",16631251,16631602,352,"*",c("SRR5874658__33359", "SRR5874657__29704", "SRR5874657__29705")
"26610","4",16634917,16635224,308,"*",c("SRR5874658__33360", "SRR5874657__29706")
"26611","4",16635500,16635770,271,"*",c("SRR5874658__33361", "SRR5874657__29707")
"26612","4",16642835,16643295,461,"*",c("SRR5874657__29708", "SRR5874658__33365")
"26613","4",16644991,16645132,142,"*",c("SRR5874658__33367", "SRR5874657__29709")
"26614","4",16647304,16647512,209,"*",c("SRR5874657__29710", "SRR5874658__33368")
"26615","4",16648322,16648649,328,"*",c("SRR5874658__33369", "SRR5874657__29711")
"26616","4",16651446,16651797,352,"*",c("SRR5874657__29712", "SRR5874658__33370")
"26617","4",16654128,16654333,206,"*",c("SRR5874657__29713", "SRR5874658__33371")
"26618","4",16654403,16654585,183,"*",c("SRR5874657__29714", "SRR5874658__33372")
"26619","4",16654942,16655377,436,"*",c("SRR5874657__29715", "SRR5874658__33373")
"26620","4",16655681,16655853,173,"*",c("SRR5874657__29716", "SRR5874658__33374")
"26621","4",16656407,16656636,230,"*",c("SRR5874658__33375", "SRR5874657__29717")
"26622","4",16656813,16657120,308,"*",c("SRR5874657__29718", "SRR5874658__33376")
"26623","4",16657869,16658088,220,"*",c("SRR5874658__33377", "SRR5874657__29719")
"26624","4",16659191,16659306,116,"*",c("SRR5874658__33378", "SRR5874657__29720")
"26625","4",16659464,16659740,277,"*",c("SRR5874657__29721", "SRR5874658__33379")
"26626","4",16660002,16660288,287,"*",c("SRR5874658__33380", "SRR5874657__29722")
"26627","4",16660936,16661082,147,"*",c("SRR5874657__29723", "SRR5874658__33381")
"26628","4",16661375,16661611,237,"*",c("SRR5874657__29724", "SRR5874658__33382")
"26629","4",16662340,16662507,168,"*",c("SRR5874657__29725", "SRR5874658__33383")
"26630","4",16667439,16667824,386,"*",c("SRR5874657__29726", "SRR5874658__33385")
"26631","4",16674760,16674928,169,"*",c("SRR5874658__33387", "SRR5874657__29727")
"26632","4",16675419,16675615,197,"*",c("SRR5874658__33388", "SRR5874657__29728")
"26633","4",16680143,16680503,361,"*",c("SRR5874658__33389", "SRR5874657__29729")
"26634","4",16684841,16685062,222,"*",c("SRR5874657__29730", "SRR5874658__33391")
"26635","4",16685241,16685481,241,"*",c("SRR5874657__29731", "SRR5874658__33392")
"26636","4",16686583,16686972,390,"*",c("SRR5874658__33393", "SRR5874657__29732")
"26637","4",16687828,16688167,340,"*",c("SRR5874657__29733", "SRR5874658__33394")
"26638","4",16688739,16689002,264,"*",c("SRR5874658__33395", "SRR5874657__29734")
"26639","4",16690013,16690434,422,"*",c("SRR5874658__33396", "SRR5874657__29736", "SRR5874658__33397")
"26640","4",16691998,16692410,413,"*",c("SRR5874658__33398", "SRR5874657__29737", "SRR5874658__33399")
"26641","4",16694007,16694218,212,"*",c("SRR5874658__33400", "SRR5874657__29738")
"26642","4",16696085,16696259,175,"*",c("SRR5874658__33401", "SRR5874657__29739")
"26643","4",16696637,16697083,447,"*",c("SRR5874657__29740", "SRR5874658__33403")
"26644","4",16697745,16697922,178,"*",c("SRR5874658__33405", "SRR5874657__29741")
"26645","4",16700413,16700587,175,"*",c("SRR5874658__33406", "SRR5874657__29742")
"26646","4",16700630,16700864,235,"*",c("SRR5874658__33407", "SRR5874657__29743")
"26647","4",16703955,16705015,1061,"*",c("SRR5874657__29744", "SRR5874658__33408")
"26648","4",16706088,16706576,489,"*",c("SRR5874658__33409", "SRR5874657__29745", "SRR5874657__29746")
"26649","4",16707877,16707996,120,"*",c("SRR5874657__29747", "SRR5874658__33410")
"26650","4",16708468,16708623,156,"*",c("SRR5874657__29748", "SRR5874658__33411")
"26651","4",16710181,16711417,1237,"*",c("SRR5874657__29749", "SRR5874658__33412", "SRR5874657__29750", "SRR5874658__33413")
"26652","4",16711694,16712008,315,"*",c("SRR5874658__33414", "SRR5874657__29751")
"26653","4",16714978,16715376,399,"*",c("SRR5874658__33415", "SRR5874657__29752", "SRR5874658__33416")
"26654","4",16726509,16726814,306,"*",c("SRR5874658__33417", "SRR5874657__29753")
"26655","4",16728790,16729195,406,"*",c("SRR5874657__29754", "SRR5874658__33418")
"26656","4",16730422,16730593,172,"*",c("SRR5874657__29755", "SRR5874658__33419")
"26657","4",16737587,16737886,300,"*",c("SRR5874658__33421", "SRR5874657__29756")
"26658","4",16738564,16738742,179,"*",c("SRR5874657__29757", "SRR5874658__33423")
"26659","4",16742264,16742390,127,"*",c("SRR5874657__29758", "SRR5874658__33424")
"26660","4",16743361,16743728,368,"*",c("SRR5874658__33425", "SRR5874657__29760")
"26661","4",16745776,16746275,500,"*",c("SRR5874658__33427", "SRR5874657__29761")
"26662","4",16748497,16748781,285,"*",c("SRR5874657__29762", "SRR5874658__33428")
"26663","4",16752426,16752741,316,"*",c("SRR5874658__33429", "SRR5874657__29763")
"26664","4",16754339,16754955,617,"*",c("SRR5874658__33430", "SRR5874657__29764")
"26665","4",16757988,16758728,741,"*",c("SRR5874658__33431", "SRR5874657__29765", "SRR5874658__33432", "SRR5874657__29766")
"26666","4",16761104,16761388,285,"*",c("SRR5874658__33434", "SRR5874657__29767")
"26667","4",16764446,16764718,273,"*",c("SRR5874657__29768", "SRR5874658__33435")
"26668","4",16767417,16767753,337,"*",c("SRR5874657__29769", "SRR5874658__33437")
